emp_id,age,department,job_role,education_field,monthly_income,total_working_years,years_at_company,overtime,job_satisfaction,work_life_balance,distance_from_home,marital_status,attrition
E10310,29,R&D,Specialist,Other,7530,4.0,1,No,2,4,12.0,Divorced,No
E10311,42,Sales,Technician,Engineering,8222,18.0,11,Yes,3,1,17.0,Married,No
E10312,24,Sales,Representative,Other,6005,11.0,2,Yes,1,3,10.0,Single,Yes
E10313,31,HR,Representative,Engineering,6842,15.0,1,No,4,2,5.0,Single,No
E10314,20,R&D,Executive,Medical,10030,1.0,1,No,2,2,5.0,Single,No
E10315,51,R&D,Executive,Marketing,12440,9.0,4,Yes,3,3,2.0,Divorced,No
E10316,35,R&D,Specialist,Life Sciences,8132,2.0,2,No,4,3,12.0,Single,No
E10317,57,Sales,Representative,Engineering,8391,16.0,6,No,1,2,5.0,Single,No
E10318,44,Sales,Manager,Medical,8753,10.0,3,Yes,1,4,15.0,Married,No
E10319,41,Sales,Technician,Engineering,6313,11.0,4,No,2,2,23.0,Married,No
E10320,32,R&D,Specialist,Marketing,56388,12.0,0,No,1,4,20.0,Married,No
E10321,28,R&D,Specialist,Engineering,5508,5.0,0,No,4,3,18.0,Married,Yes
E10322,42,R&D,Specialist,Other,9012,22.0,1,No,2,4,29.0,Single,No
E10323,36,Sales,Representative,Engineering,7904,11.0,4,No,2,4,21.0,Divorced,No
E10324,25,HR,Manager,Engineering,8159,8.0,4,Yes,1,4,27.0,Single,Yes
E10325,23,R&D,Technician,Engineering,4784,5.0,5,No,3,1,6.0,Married,No
E10326,28,R&D,Manager,Life Sciences,9090,7.0,7,Yes,4,4,29.0,Married,No
E10327,53,R&D,Specialist,Engineering,7801,16.0,0,No,1,1,24.0,Single,No
E10328,57,R&D,Specialist,Life Sciences,8694,6.0,5,No,3,4,14.0,Divorced,No
E10329,39,Sales,Executive,Technical Degree,11128,4.0,4,No,2,4,25.0,Married,No
E10330,38,Sales,Specialist,Medical,8872,10.0,3,Yes,2,1,11.0,Single,Yes
E10331,34,R&D,Specialist,Marketing,5924,7.0,7,No,1,4,26.0,Divorced,No
E10332,29,Sales,Manager,Engineering,9441,5.0,4,No,4,4,8.0,Married,No
E10333,49,Sales,Specialist,Medical,8627,,2,No,1,1,23.0,Married,No
E10334,54,Sales,Representative,Engineering,4362,3.0,3,No,1,1,25.0,Married,No
E10335,29,Sales,Representative,Medical,7168,6.0,6,No,2,1,9.0,Divorced,No
E10336,36,HR,Specialist,Engineering,6169,4.0,4,No,4,1,6.0,Single,No
E10337,33,R&D,Technician,Life Sciences,8108,21.0,7,Yes,1,4,28.0,Single,Yes
E10338,33,R&D,Representative,Life Sciences,5798,11.0,4,No,3,4,3.0,Married,No
E10339,48,Sales,Manager,Technical Degree,10542,9.0,7,No,3,3,28.0,Single,No
E10340,25,R&D,Representative,Engineering,4545,4.0,1,No,4,4,27.0,Married,Yes
E10341,41,R&D,Representative,Marketing,8337,21.0,6,No,2,2,8.0,Married,Yes
E10342,44,Sales,Manager,Engineering,10455,2.0,2,No,2,2,16.0,Single,No
E10343,36,R&D,Specialist,Medical,7413,6.0,1,Yes,4,2,19.0,Single,Yes
E10344,45,Sales,Representative,Technical Degree,4523,7.0,7,No,1,4,1.0,Married,No
E10345,38,R&D,Technician,Life Sciences,4482,2.0,2,No,1,2,13.0,Divorced,No
E10346,48,R&D,Manager,Life Sciences,11514,8.0,3,No,3,4,12.0,Married,No
E10347,23,Sales,Specialist,Other,58597,4.0,2,Yes,3,1,20.0,Married,No
E10348,34,Sales,Specialist,Marketing,8384,,8,No,4,4,25.0,Single,No
E10349,36,R&D,Technician,Life Sciences,6625,3.0,2,No,2,3,29.0,Married,No
E10350,20,R&D,Technician,Marketing,5848,11.0,4,No,4,4,8.0,Single,No
E10351,27,HR,Representative,Medical,6377,8.0,4,No,1,2,14.0,Married,No
E10352,30,R&D,Specialist,Engineering,6247,13.0,2,Yes,1,1,6.0,Married,Yes
E10353,46,Sales,Technician,Technical Degree,5925,6.0,1,No,4,1,3.0,Divorced,No
E10354,31,Sales,Technician,Life Sciences,4852,4.0,4,No,1,1,3.0,Married,No
E10355,30,R&D,Specialist,Engineering,7404,19.0,6,No,1,3,23.0,Married,No
E10356,44,Sales,Specialist,Medical,8476,19.0,3,No,3,3,14.0,Married,No
E10357,22,R&D,Representative,Life Sciences,5751,12.0,3,No,1,3,21.0,Divorced,No
E10358,20,HR,Representative,Engineering,5066,10.0,6,No,3,2,3.0,Married,No
E10359,34,R&D,Executive,Marketing,11543,9.0,3,Yes,2,2,28.0,Single,No
E10360,24,Sales,Technician,Technical Degree,6330,11.0,4,No,4,3,12.0,Divorced,No
E10361,24,R&D,Specialist,Technical Degree,9004,27.0,2,No,1,4,12.0,Single,No
E10362,42,R&D,Technician,Other,6864,3.0,3,No,3,3,17.0,Single,No
E10363,45,R&D,Technician,Technical Degree,7066,7.0,4,No,3,3,11.0,Single,No
E10364,44,HR,Executive,Engineering,11247,5.0,5,Yes,4,3,9.0,Divorced,Yes
E10365,47,Sales,Representative,Life Sciences,5062,8.0,2,No,3,1,27.0,Single,No
E10366,48,HR,Technician,Technical Degree,6179,2.0,2,No,1,2,28.0,Divorced,Yes
E10367,20,HR,Specialist,Life Sciences,7024,3.0,3,No,3,1,28.0,Married,No
E10368,41,Sales,Technician,Marketing,6548,3.0,3,Yes,3,4,5.0,Single,Yes
E10369,32,Sales,Specialist,Marketing,7262,,3,No,2,4,11.0,Married,No
E10370,30,Sales,Specialist,Life Sciences,8342,7.0,3,Yes,1,2,7.0,Single,Yes
E10371,42,Sales,Specialist,Technical Degree,7993,2.0,2,No,4,4,10.0,Married,No
E10372,21,Sales,Specialist,Life Sciences,7771,2.0,2,No,3,1,9.0,Married,No
E10373,21,R&D,Technician,Life Sciences,3771,1.0,0,No,3,1,20.0,Married,Yes
E10374,43,Sales,Executive,Other,10658,6.0,3,No,1,1,29.0,Single,No
E10375,41,Sales,Technician,Life Sciences,4959,6.0,6,No,1,4,,Married,Yes
E10376,38,R&D,Technician,Engineering,5450,7.0,2,No,3,3,29.0,Divorced,No
E10377,29,Sales,Specialist,Life Sciences,5603,4.0,4,No,1,1,28.0,Married,Yes
E10378,44,R&D,Representative,Technical Degree,4759,5.0,3,No,4,1,11.0,Divorced,No
E10379,43,Sales,Specialist,Medical,8092,6.0,3,No,1,3,21.0,Single,Yes
E10380,38,Sales,Specialist,Medical,7088,7.0,7,No,4,3,3.0,Divorced,No
E10381,26,R&D,Executive,Medical,9821,9.0,5,No,4,2,23.0,Single,No
E10382,33,R&D,Specialist,Engineering,9975,14.0,7,No,1,4,29.0,Single,No
E10383,45,HR,Manager,Technical Degree,9656,4.0,2,No,4,1,15.0,Divorced,No
E10384,49,R&D,Technician,Technical Degree,6128,12.0,3,No,1,2,17.0,Divorced,No
E10385,34,R&D,Executive,Engineering,10274,4.0,0,Yes,1,4,24.0,Married,No
E10386,35,Sales,Specialist,Engineering,7922,10.0,2,No,3,2,3.0,Single,No
E10387,36,Sales,Representative,Other,5448,7.0,3,No,3,4,29.0,Single,No
E10388,39,R&D,Technician,Technical Degree,8136,27.0,3,No,2,1,20.0,Married,No
E10389,32,R&D,Representative,Technical Degree,5295,9.0,4,Yes,2,2,26.0,Divorced,Yes
E10390,20,HR,Manager,Technical Degree,10183,12.0,3,No,1,4,4.0,Single,Yes
E10391,48,R&D,Technician,Marketing,6214,,0,Yes,4,4,11.0,Divorced,No
E10392,53,Sales,Representative,Marketing,6039,13.0,4,Yes,1,4,23.0,Single,Yes
E10393,31,R&D,Technician,Marketing,4047,4.0,4,No,3,3,28.0,Divorced,No
E10394,27,Sales,Technician,Engineering,5060,7.0,7,Yes,2,4,,Divorced,No
E10395,36,HR,Specialist,Medical,8313,5.0,0,No,1,3,20.0,Married,No
E10396,35,HR,Manager,Life Sciences,8650,3.0,2,Yes,4,1,22.0,Married,No
E10397,46,R&D,Executive,Marketing,12469,20.0,8,No,4,2,24.0,Divorced,No
E10398,37,R&D,Specialist,Life Sciences,8849,15.0,4,No,1,1,26.0,Married,Yes
E10399,30,R&D,Representative,Life Sciences,3929,3.0,3,No,2,3,14.0,Married,No
E10400,25,Sales,Specialist,Engineering,6775,3.0,3,No,2,1,4.0,Married,No
E10401,45,HR,Representative,Engineering,6010,10.0,4,No,1,3,13.0,Single,Yes
E10402,42,R&D,Representative,Engineering,6159,13.0,7,No,4,3,1.0,Divorced,No
E10403,47,R&D,Specialist,Engineering,6941,7.0,4,No,2,4,23.0,Single,No
E10404,28,Sales,Specialist,Other,7913,4.0,0,No,2,3,18.0,Divorced,No
E10405,54,HR,Representative,Engineering,6280,6.0,6,No,2,4,27.0,Single,No
E10406,21,Sales,Representative,Engineering,4990,1.0,1,No,3,2,13.0,Married,No
E10407,43,Sales,Specialist,Marketing,6720,2.0,1,No,1,4,3.0,Single,No
E10408,20,HR,Specialist,Marketing,8566,14.0,2,No,2,4,8.0,Single,No
E10409,30,Sales,Executive,Engineering,11559,5.0,2,No,2,4,18.0,Single,No
E10410,51,Sales,Technician,Medical,6500,7.0,0,Yes,1,4,2.0,Married,Yes
E10411,44,HR,Specialist,Medical,6906,9.0,3,No,3,2,20.0,Married,No
E10412,32,HR,Technician,Engineering,6560,7.0,0,No,4,2,6.0,Divorced,No
E10413,32,R&D,Manager,Engineering,8110,9.0,3,No,4,2,26.0,Single,No
E10414,38,R&D,Manager,Other,9770,13.0,5,No,1,3,27.0,Married,No
E10415,42,R&D,Specialist,Technical Degree,7412,4.0,4,Yes,2,3,18.0,Married,Yes
E10416,48,Sales,Specialist,Medical,8594,14.0,2,No,2,4,25.0,Single,No
E10417,33,Sales,Specialist,Engineering,9577,9.0,1,No,4,4,28.0,Married,No
E10418,22,R&D,Executive,Life Sciences,11370,11.0,7,No,4,3,18.0,Married,No
E10419,38,R&D,Specialist,Marketing,8651,13.0,5,No,1,4,9.0,Married,No
E10420,33,R&D,Specialist,Engineering,7768,8.0,3,No,3,2,15.0,Single,Yes
E10421,25,R&D,Specialist,Life Sciences,9912,31.0,1,No,1,1,23.0,Married,No
E10422,40,Sales,Representative,Marketing,5787,3.0,1,No,1,4,27.0,Single,No
E10423,35,R&D,Specialist,Life Sciences,8190,13.0,13,No,1,1,3.0,Married,No
E10424,40,Sales,Specialist,Medical,6697,5.0,5,No,3,2,25.0,Divorced,No
E10425,29,R&D,Technician,Technical Degree,7579,9.0,5,No,1,4,9.0,Married,No
E10426,41,R&D,Representative,Life Sciences,5687,7.0,2,No,1,2,22.0,Married,No
E10427,25,HR,Specialist,Technical Degree,5562,6.0,2,Yes,1,2,18.0,Single,Yes
E10428,30,Sales,Technician,Engineering,3951,6.0,6,Yes,2,2,23.0,Divorced,No
E10429,35,Sales,Technician,Technical Degree,5966,10.0,10,Yes,3,3,20.0,Single,No
E10430,53,Sales,Technician,Engineering,6400,,3,No,2,4,20.0,Married,No
E10431,44,R&D,Manager,Engineering,9602,4.0,3,No,2,2,7.0,Divorced,No
E10432,47,R&D,Technician,Marketing,4022,3.0,2,No,4,3,21.0,Married,No
E10433,50,Sales,Manager,Life Sciences,12476,19.0,1,No,1,4,17.0,Married,No
E10434,60,Sales,Technician,Technical Degree,7688,12.0,3,No,2,2,3.0,Married,No
E10435,37,R&D,Technician,Life Sciences,5891,4.0,2,No,1,4,7.0,Single,No
E10436,50,Sales,Specialist,Engineering,8938,10.0,4,No,1,3,13.0,Married,Yes
E10437,46,R&D,Representative,Life Sciences,6157,3.0,3,No,1,3,9.0,Single,Yes
E10438,46,R&D,Manager,Life Sciences,10635,7.0,7,Yes,2,4,9.0,Married,No
E10439,53,Sales,Representative,Life Sciences,5468,6.0,6,Yes,4,4,23.0,Single,No
E10440,33,Sales,Executive,Medical,11264,6.0,4,Yes,3,3,5.0,Divorced,No
E10441,33,HR,Specialist,Medical,8032,5.0,5,Yes,4,2,4.0,Single,No
E10442,40,Sales,Manager,Technical Degree,12384,30.0,5,No,1,3,9.0,Married,No
E10443,35,Sales,Representative,Other,5939,11.0,2,No,4,2,6.0,Married,No
E10444,40,R&D,Manager,Engineering,11859,25.0,7,Yes,4,3,29.0,Married,No
E10445,51,HR,Specialist,Medical,8200,5.0,1,No,4,3,10.0,Married,No
E10446,33,HR,Specialist,Life Sciences,7706,,0,Yes,3,2,18.0,Married,No
E10447,34,R&D,Technician,Medical,4505,9.0,5,Yes,4,1,3.0,Single,Yes
E10448,39,Sales,Technician,Life Sciences,6199,7.0,6,No,3,2,23.0,Married,No
E10449,35,Sales,Manager,Other,10069,11.0,7,No,2,1,20.0,Married,No
E10450,20,R&D,Specialist,Medical,7684,14.0,6,No,4,2,7.0,Married,No
E10451,32,R&D,Specialist,Other,6671,1.0,1,No,1,3,29.0,Single,No
E10452,43,R&D,Specialist,Technical Degree,9780,26.0,2,No,2,2,12.0,Divorced,No
E10453,50,HR,Specialist,Technical Degree,7556,9.0,5,No,3,1,28.0,Married,Yes
E10454,27,Sales,Technician,Technical Degree,5969,11.0,7,No,3,3,5.0,Single,No
E10455,27,R&D,Specialist,Life Sciences,7819,19.0,5,No,4,2,17.0,Married,No
E10456,37,Sales,Specialist,Engineering,6692,4.0,4,Yes,3,2,26.0,Divorced,No
E10457,20,R&D,Specialist,Life Sciences,8511,7.0,6,No,4,3,19.0,Single,No
E10458,33,Sales,Representative,Engineering,5784,,3,No,1,1,25.0,Married,Yes
E10459,21,Sales,Representative,Marketing,4501,3.0,1,No,1,2,4.0,Married,No
E10460,49,Sales,Representative,Life Sciences,6514,14.0,5,No,2,1,12.0,Single,Yes
E10461,30,R&D,Specialist,Marketing,8677,18.0,15,Yes,3,2,21.0,Divorced,Yes
E10462,52,R&D,Manager,Other,8743,2.0,2,No,1,2,15.0,Married,No
E10463,47,R&D,Specialist,Technical Degree,9342,9.0,4,Yes,3,4,2.0,Single,No
E10464,31,HR,Specialist,Engineering,8613,15.0,3,No,1,4,26.0,Divorced,No
E10465,27,Sales,Executive,Life Sciences,10027,13.0,3,Yes,2,2,15.0,Married,No
E10466,35,Sales,Technician,Life Sciences,4911,8.0,8,Yes,4,4,11.0,Divorced,No
E10467,36,HR,Representative,Life Sciences,5058,9.0,0,No,4,1,24.0,Married,No
E10468,40,Sales,Representative,Medical,5850,9.0,5,No,3,4,1.0,Married,No
E10469,30,HR,Specialist,Marketing,6059,9.0,3,Yes,1,3,14.0,Divorced,No
E10470,44,Sales,Technician,Marketing,6966,10.0,1,No,2,4,27.0,Single,No
E10471,39,HR,Specialist,Technical Degree,7159,6.0,6,Yes,2,2,4.0,Married,No
E10472,34,Sales,Manager,Technical Degree,10808,,4,Yes,4,3,6.0,Married,No
E10473,31,HR,Technician,Engineering,5734,4.0,4,Yes,1,2,,Single,No
E10474,35,R&D,Manager,Medical,12417,16.0,3,No,2,4,20.0,Married,No
E10475,30,HR,Specialist,Life Sciences,6235,4.0,4,No,1,2,2.0,Single,No
E10476,38,Sales,Specialist,Engineering,9598,11.0,6,No,3,4,4.0,Married,No
E10477,38,R&D,Technician,Engineering,5472,4.0,1,No,2,1,17.0,Married,No
E10478,39,HR,Technician,Life Sciences,6036,10.0,1,Yes,3,3,24.0,Divorced,No
E10479,53,R&D,Specialist,Life Sciences,7347,7.0,3,No,4,3,9.0,Single,No
E10480,36,R&D,Representative,Engineering,50069,12.0,11,No,4,1,19.0,Married,No
E10481,46,R&D,Specialist,Medical,7335,4.0,3,Yes,1,3,,Single,No
E10482,39,R&D,Specialist,Medical,6809,4.0,3,No,3,2,9.0,Married,No
E10483,35,R&D,Technician,Engineering,5533,21.0,2,No,4,2,28.0,Married,No
E10484,36,R&D,Technician,Engineering,4842,7.0,7,No,4,4,13.0,Married,No
E10485,36,HR,Representative,Technical Degree,6997,10.0,4,No,2,3,8.0,Divorced,No
E10486,40,Sales,Specialist,Engineering,8094,2.0,2,No,2,3,14.0,Divorced,No
E10487,28,Sales,Technician,Other,7252,8.0,8,No,2,3,18.0,Single,No
E10488,24,HR,Technician,Marketing,4592,5.0,2,No,2,1,18.0,Married,No
E10489,43,HR,Representative,Life Sciences,8376,23.0,2,Yes,1,4,10.0,Married,Yes
E10490,45,R&D,Specialist,Engineering,6692,5.0,5,No,3,3,29.0,Married,No
E10491,44,R&D,Technician,Engineering,9551,24.0,1,Yes,1,3,20.0,Single,Yes
E10492,38,Sales,Technician,Engineering,6673,5.0,2,Yes,2,2,1.0,Married,Yes
E10493,44,Sales,Specialist,Engineering,8289,11.0,3,No,3,1,12.0,Married,No
E10494,43,R&D,Executive,Marketing,11912,21.0,2,No,4,3,3.0,Married,No
E10495,44,Sales,Specialist,Engineering,8787,7.0,1,No,2,3,20.0,Divorced,No
E10496,29,R&D,Technician,Marketing,7626,20.0,2,No,3,1,12.0,Married,No
E10497,27,Sales,Representative,Marketing,6769,13.0,4,Yes,3,2,18.0,Single,Yes
E10498,34,HR,Technician,Engineering,4861,8.0,2,No,2,1,12.0,Single,No
E10499,37,HR,Technician,Engineering,5450,10.0,2,No,1,4,7.0,Divorced,No
E10500,35,R&D,Executive,Engineering,11801,18.0,3,No,2,2,29.0,Divorced,No
E10501,20,R&D,Manager,Engineering,11937,10.0,10,No,3,3,26.0,Married,No
E10502,52,Sales,Specialist,Medical,6140,2.0,2,Yes,1,3,3.0,Married,Yes
E10503,35,R&D,Executive,Life Sciences,11176,13.0,10,No,1,4,7.0,Divorced,No
E10504,39,R&D,Specialist,Medical,8072,14.0,0,No,1,1,23.0,Married,No
E10505,48,Sales,Specialist,Life Sciences,9259,9.0,7,No,1,3,13.0,Divorced,No
E10506,20,HR,Executive,Life Sciences,10479,5.0,5,No,3,1,29.0,Married,No
E10507,32,R&D,Specialist,Life Sciences,6622,13.0,7,Yes,3,1,11.0,Married,No
E10508,34,HR,Specialist,Medical,6524,3.0,3,Yes,2,1,25.0,Married,Yes
E10509,34,R&D,Executive,Engineering,10780,,8,Yes,3,3,20.0,Single,No
E10510,35,R&D,Manager,Engineering,8389,10.0,3,Yes,2,2,20.0,Single,Yes
E10511,50,R&D,Representative,Marketing,6268,8.0,8,No,4,3,17.0,Married,No
E10512,43,HR,Representative,Life Sciences,7252,16.0,2,No,3,2,15.0,Divorced,No
E10513,46,HR,Technician,Life Sciences,7261,6.0,0,No,2,2,27.0,Married,No
E10514,37,Sales,Manager,Marketing,9543,4.0,1,No,1,2,6.0,Married,No
E10515,24,Sales,Technician,Life Sciences,4338,4.0,4,No,1,3,6.0,Single,Yes
E10516,20,Sales,Representative,Marketing,6169,16.0,6,No,3,4,7.0,Single,No
E10517,23,R&D,Technician,Marketing,7791,11.0,7,No,4,4,9.0,Married,No
E10518,40,HR,Manager,Medical,10374,11.0,4,No,1,2,26.0,Married,No
E10519,37,Sales,Technician,Medical,6931,10.0,2,No,2,3,26.0,Married,No
E10520,35,R&D,Representative,Marketing,4938,7.0,7,No,2,4,26.0,Single,No
E10521,34,Sales,Technician,Medical,5027,3.0,3,No,1,4,9.0,Divorced,No
E10522,55,HR,Technician,Technical Degree,5580,4.0,2,Yes,1,3,21.0,Married,No
E10523,30,R&D,Executive,Life Sciences,11129,10.0,5,No,1,1,18.0,Divorced,Yes
E10524,45,R&D,Executive,Life Sciences,11220,6.0,4,No,4,4,1.0,Married,No
E10525,37,R&D,Manager,Medical,9206,4.0,4,Yes,4,4,18.0,Single,No
E10526,36,R&D,Technician,Marketing,7101,7.0,7,No,3,3,18.0,Married,No
E10527,48,Sales,Manager,Engineering,11147,17.0,2,No,2,3,12.0,Married,No
E10528,50,Sales,Specialist,Technical Degree,6159,8.0,0,No,3,3,1.0,Married,No
E10529,35,HR,Specialist,Engineering,8911,23.0,2,No,3,4,28.0,Married,Yes
E10530,44,R&D,Technician,Medical,6727,,1,Yes,2,3,24.0,Single,No
E10531,40,HR,Manager,Medical,58561,40.0,6,No,2,2,19.0,Married,No
E10532,37,HR,Technician,Other,6196,9.0,9,No,2,2,26.0,Divorced,No
E10533,39,R&D,Technician,Engineering,5854,9.0,2,Yes,3,3,14.0,Single,No
E10534,31,R&D,Specialist,Marketing,8521,8.0,8,No,4,4,14.0,Single,No
E10535,34,HR,Manager,Life Sciences,7914,5.0,1,No,2,4,26.0,Divorced,No
E10536,32,R&D,Manager,Life Sciences,8100,7.0,7,Yes,1,4,16.0,Single,No
E10537,45,Sales,Representative,Engineering,6883,26.0,2,No,4,3,28.0,Married,No
E10538,36,R&D,Executive,Marketing,11497,6.0,4,Yes,4,1,24.0,Married,No
E10539,25,Sales,Executive,Life Sciences,9331,8.0,7,No,4,2,6.0,Married,No
E10540,30,HR,Manager,Engineering,9851,8.0,3,No,4,3,17.0,Married,No
E10541,20,R&D,Technician,Marketing,5399,6.0,1,Yes,2,1,,Single,Yes
E10542,33,Sales,Representative,Medical,5270,6.0,6,No,3,1,29.0,Single,No
E10543,37,R&D,Representative,Medical,6108,7.0,1,Yes,1,3,23.0,Married,Yes
E10544,36,R&D,Technician,Technical Degree,8381,13.0,13,No,1,1,19.0,Married,No
E10545,55,Sales,Manager,Life Sciences,10210,18.0,6,No,3,1,25.0,Married,No
E10546,42,Sales,Manager,Other,8475,3.0,3,No,3,1,25.0,Married,No
E10547,42,R&D,Manager,Technical Degree,10100,23.0,6,Yes,4,2,20.0,Single,No
E10548,22,R&D,Specialist,Engineering,7774,12.0,1,No,2,1,2.0,Single,No
E10549,34,R&D,Manager,Engineering,9502,12.0,1,No,1,1,10.0,Divorced,No
E10550,33,R&D,Specialist,Life Sciences,6097,5.0,2,No,4,3,9.0,Married,No
E10551,30,HR,Specialist,Life Sciences,9823,32.0,0,No,4,3,21.0,Single,No
E10552,30,R&D,Representative,Marketing,4257,4.0,4,Yes,2,2,,Single,Yes
E10553,21,R&D,Technician,Marketing,6635,9.0,5,No,1,3,12.0,Single,Yes
E10554,26,HR,Representative,Medical,3995,10.0,3,No,3,2,8.0,Married,No
E10555,45,R&D,Technician,Life Sciences,9474,22.0,1,No,4,1,9.0,Divorced,No
E10556,36,Sales,Manager,Engineering,10289,4.0,4,No,1,1,11.0,Divorced,No
E10557,32,Sales,Technician,Technical Degree,5469,9.0,2,No,1,1,1.0,Divorced,Yes
E10558,37,R&D,Specialist,Life Sciences,7115,2.0,2,Yes,4,3,11.0,Divorced,No
E10559,48,R&D,Technician,Other,8771,8.0,2,Yes,1,2,19.0,Divorced,No
E10560,37,R&D,Specialist,Engineering,8020,10.0,3,Yes,2,3,23.0,Married,No
E10561,42,Sales,Representative,Other,4748,,5,Yes,1,3,2.0,Single,No
E10562,29,Sales,Specialist,Engineering,7456,2.0,2,No,2,2,14.0,Married,No
E10563,31,Sales,Specialist,Engineering,9708,23.0,1,No,4,2,4.0,Single,No
E10564,40,Sales,Representative,Engineering,4411,3.0,3,No,1,4,20.0,Single,No
E10565,54,R&D,Manager,Medical,8792,4.0,4,No,2,4,23.0,Single,No
E10566,50,Sales,Technician,Technical Degree,6106,5.0,3,No,2,4,15.0,Married,No
E10567,42,R&D,Technician,Life Sciences,8982,17.0,4,No,1,2,2.0,Single,No
E10568,38,HR,Representative,Other,4753,7.0,5,No,4,1,24.0,Single,No
E10569,50,Sales,Representative,Marketing,5255,2.0,2,No,3,3,24.0,Married,No
E10570,44,R&D,Representative,Marketing,7219,5.0,5,No,3,3,29.0,Divorced,No
E10571,20,R&D,Manager,Technical Degree,9703,17.0,2,Yes,1,4,16.0,Married,Yes
E10572,28,Sales,Representative,Engineering,5953,3.0,3,Yes,1,1,22.0,Divorced,No
E10573,40,R&D,Technician,Life Sciences,5634,3.0,2,No,3,2,4.0,Single,Yes
E10574,21,HR,Technician,Technical Degree,6718,4.0,4,No,4,3,2.0,Single,No
E10575,29,HR,Manager,Technical Degree,10268,8.0,6,No,2,1,15.0,Married,No
E10576,31,Sales,Technician,Other,6362,9.0,6,No,3,3,,Married,No
E10577,35,HR,Representative,Technical Degree,5613,7.0,7,No,4,3,19.0,Married,No
E10578,34,R&D,Representative,Engineering,57457,7.0,6,No,3,3,16.0,Married,No
E10579,34,Sales,Specialist,Technical Degree,5317,3.0,1,No,4,2,12.0,Married,No
E10580,44,R&D,Manager,Life Sciences,9643,7.0,7,No,3,2,3.0,Divorced,No
E10581,35,HR,Specialist,Other,7782,7.0,4,Yes,4,3,20.0,Married,No
E10582,34,R&D,Representative,Life Sciences,6022,4.0,4,No,4,2,15.0,Single,No
E10583,25,Sales,Technician,Marketing,9257,19.0,3,Yes,4,1,7.0,Married,No
E10584,46,R&D,Executive,Marketing,11071,16.0,2,No,2,1,9.0,Single,No
E10585,31,Sales,Manager,Life Sciences,8663,3.0,2,No,4,3,26.0,Single,No
E10586,27,Sales,Specialist,Engineering,8052,11.0,8,No,3,4,29.0,Single,No
E10587,39,Sales,Executive,Technical Degree,10466,10.0,4,No,4,1,15.0,Married,No
E10588,30,Sales,Representative,Technical Degree,6291,9.0,3,No,4,2,20.0,Single,No
E10589,32,Sales,Technician,Engineering,6270,7.0,7,No,1,2,13.0,Single,Yes
E10590,39,Sales,Specialist,Medical,7405,9.0,6,No,4,1,7.0,Married,No
E10591,34,R&D,Executive,Marketing,9498,7.0,3,No,4,4,26.0,Married,No
E10592,58,Sales,Manager,Life Sciences,9781,5.0,5,No,1,3,22.0,Married,No
E10593,36,Sales,Representative,Engineering,6589,11.0,10,No,2,1,16.0,Married,No
E10594,43,HR,Specialist,Technical Degree,5287,1.0,1,Yes,4,2,10.0,Single,No
E10595,20,R&D,Executive,Medical,10850,13.0,2,Yes,1,4,25.0,Single,Yes
E10596,29,R&D,Specialist,Marketing,7032,8.0,7,No,4,3,24.0,Single,No
E10597,27,Sales,Technician,Marketing,6554,6.0,3,No,2,2,2.0,Divorced,No
E10598,28,Sales,Technician,Engineering,5472,12.0,4,No,3,3,19.0,Married,No
E10599,41,Sales,Technician,Life Sciences,6940,9.0,4,No,4,3,6.0,Single,No
E10600,46,Sales,Specialist,Engineering,9730,19.0,4,No,3,4,21.0,Married,No
E10601,40,Sales,Specialist,Engineering,8652,15.0,12,No,1,3,18.0,Divorced,Yes
E10602,35,Sales,Manager,Marketing,9831,4.0,4,No,4,2,2.0,Married,No
E10603,31,Sales,Technician,Technical Degree,7558,5.0,5,No,1,3,21.0,Divorced,No
E10604,47,Sales,Manager,Life Sciences,10368,5.0,5,No,3,3,21.0,Single,No
E10605,56,R&D,Technician,Engineering,6076,5.0,4,No,4,1,1.0,Single,No
E10606,38,Sales,Representative,Marketing,7992,21.0,1,Yes,3,1,15.0,Married,No
E10607,45,Sales,Representative,Technical Degree,6554,3.0,1,Yes,1,2,10.0,Married,Yes
E10608,40,R&D,Specialist,Medical,7926,16.0,2,No,2,3,27.0,Married,No
E10609,44,R&D,Executive,Technical Degree,13393,21.0,0,No,2,1,3.0,Married,No
E10610,27,Sales,Manager,Marketing,10201,14.0,2,No,2,2,25.0,Married,No
E10611,33,R&D,Technician,Medical,7037,11.0,4,No,1,3,10.0,Married,No
E10612,41,R&D,Representative,Engineering,4146,3.0,3,No,2,2,29.0,Single,No
E10613,48,Sales,Specialist,Life Sciences,7050,2.0,1,No,4,3,3.0,Married,No
E10614,30,HR,Specialist,Life Sciences,7028,10.0,10,No,2,4,22.0,Divorced,No
E10615,20,HR,Representative,Life Sciences,5379,6.0,4,Yes,3,1,6.0,Single,Yes
E10616,33,Sales,Representative,Other,5812,3.0,3,No,4,4,2.0,Married,No
E10617,46,Sales,Specialist,Technical Degree,6822,13.0,10,No,3,3,23.0,Married,No
E10618,23,R&D,Technician,Engineering,6546,11.0,9,No,3,4,25.0,Divorced,No
E10619,26,R&D,Specialist,Engineering,9184,13.0,4,No,3,4,9.0,Married,No
E10620,38,Sales,Manager,Life Sciences,11564,13.0,4,No,3,1,8.0,Married,No
